label,p1,p2,p3,p4,p5,r1,r2,r3,r4,r5
ম,-45.8,-66.86,-74.1,-53.98,-15.36,-43.21,12.94,80.85,31.77,29.97
ম,-46.35,-67.44,-74.35,-54.86,-16.23,-41.65,13.39,81.48,31.75,29.96
ম,-46.55,-67.75,-74.48,-54.72,-16.19,-42.94,12.98,81.51,31.47,29.73
ম,-46.46,-67.9,-74.5,-55.1,-16.2,-42.2,13.73,83.05,31.8,29.84
ম,-46.66,-67.61,-74.6,-55.19,-16.57,-42.38,13.42,82.95,31.64,29.86
ম,-46.46,-67.49,-74.53,-54.9,-16.4,-42.12,13.21,81.47,31.21,29.77
ম,-44.66,-67.26,-75.08,-55.68,-16.81,-40.98,11.62,82.31,31.17,29.79
ম,-50.26,-71.08,-77.78,-57.65,-16.79,-41.24,11.52,88.46,27.61,27.07
ম,-49.32,-70.14,-77.52,-57.51,-16.93,-40.82,10.11,86.04,28.46,27.62
ম,-50.92,-71.66,-78.45,-58.3,-17.6,-41.34,9.58,87.89,27.21,27.17
ম,-49.62,-70.83,-77.67,-57.53,-17.05,-40.92,10.29,86.88,27.9,27.42
ম,-49.94,-70.48,-77.89,-57.31,-17.16,-41.83,8.94,84.48,27.3,27.31
ম,-49.91,-70.58,-77.95,-57.42,-16.95,-41.78,8.8,84.24,27.17,27.21
ম,-52.16,-71.31,-80.48,-56.35,-15.16,-46.67,-2.32,71.67,21.13,24.78
ম,-53.07,-71.75,-82.18,-56.19,-14.96,-48.16,-6.76,67.16,18.23,23.86
ম,-53.74,-72.12,-81.52,-57.44,-16.1,-45.76,-2.66,75.27,19.91,24.08
ম,-55.78,-77.36,-79.67,-64.08,-20.93,-33.73,19.81,121.18,24.56,24.0
ম,-56.62,-76.77,-79.14,-62.93,-20.83,-34.04,22.16,115.47,25.54,24.57
ম,-50.93,-68.91,-77.6,-55.93,-15.71,-44.88,3.02,72.65,24.41,26.34
ম,-48.83,-64.71,-74.18,-52.09,-12.95,-49.94,-1.34,55.95,23.19,26.82
ম,-47.87,-60.64,-70.4,-49.57,-11.86,-52.0,-6.28,43.16,22.05,27.09
ম,-50.68,-66.08,-75.0,-55.83,-16.63,-43.03,2.02,63.13,25.24,26.89
ম,-50.37,-64.98,-74.08,-54.5,-15.6,-43.99,-0.23,57.08,24.06,26.67
ম,-49.34,-61.48,-71.68,-50.7,-12.6,-50.83,-7.71,41.96,20.62,26.17
ম,-48.56,-58.71,-69.41,-48.29,-11.04,-54.59,-11.16,35.11,18.74,25.81
ম,-47.83,-57.4,-67.81,-47.36,-10.56,-54.41,-11.0,34.63,19.07,26.29
ম,-47.73,-56.35,-67.0,-46.48,-9.87,-56.5,-12.56,31.47,18.15,25.96
ম,-47.52,-56.32,-67.12,-46.69,-10.75,-55.69,-11.88,32.31,18.4,26.21
ম,-47.53,-55.78,-66.4,-46.28,-10.83,-55.26,-12.51,31.3,17.93,26.05
ম,-47.06,-53.31,-63.89,-43.79,-9.16,-55.71,-11.71,31.21,18.32,26.38
ম,-47.33,-53.0,-63.73,-43.95,-9.44,-55.52,-11.61,31.87,18.81,26.55
ম,-47.17,-53.09,-63.98,-43.77,-9.07,-55.69,-11.11,32.46,18.72,26.56
ম,-48.2,-53.35,-64.45,-43.98,-9.14,-57.5,-12.25,30.84,18.38,26.19
ম,-48.57,-58.26,-67.34,-50.09,-14.83,-41.18,2.18,53.32,27.11,28.96
ম,-48.84,-58.85,-67.97,-51.0,-15.73,-40.84,4.08,56.09,27.68,29.05
ম,-47.94,-56.08,-66.01,-47.5,-12.79,-46.64,-2.15,45.22,24.01,28.41
ম,-47.95,-55.05,-65.27,-46.37,-11.75,-49.24,-5.29,41.5,22.34,27.9
ম,-48.42,-55.64,-65.83,-46.64,-12.05,-48.89,-5.27,41.1,21.99,27.63
ম,-47.72,-54.56,-64.55,-46.1,-12.12,-48.39,-2.9,43.85,23.93,28.78
ম,-48.6,-55.07,-65.46,-46.82,-12.21,-48.4,-4.47,41.57,22.64,27.96
ম,-52.89,-68.64,-81.12,-64.4,-13.0,-37.13,-1.47,70.67,24.01,25.92
ম,-37.77,-72.76,-79.27,-66.41,-13.42,-48.88,13.01,116.14,35.88,29.03
ম,-42.22,-75.85,-78.16,-71.18,-14.99,-46.22,7.65,146.94,37.68,26.56
ম,-44.06,-75.73,-78.71,-71.01,-20.1,-44.25,19.27,132.18,35.13,26.23
ম,-41.82,-73.68,-78.19,-69.27,-20.62,-45.82,18.85,125.84,37.32,27.44
ম,-46.19,-72.77,-80.69,-67.56,-21.49,-44.71,7.51,112.07,31.9,26.12
ম,-46.91,-73.26,-78.78,-68.05,-24.36,-41.1,15.62,116.81,36.74,26.65
ম,-40.96,-69.85,-80.87,-65.19,-17.14,-44.8,1.31,97.8,33.5,28.23
ম,-43.48,-73.16,-82.84,-66.13,-18.39,-46.5,-0.28,108.33,26.85,25.8
ম,-43.85,-72.58,-82.39,-65.96,-19.67,-47.67,-0.14,105.78,28.05,25.9
ম,-42.03,-72.65,-81.32,-61.21,-14.6,-48.16,1.33,91.8,29.74,26.41
ম,-44.45,-72.0,-82.81,-60.07,-14.17,-49.81,-8.25,70.32,23.4,24.7
ম,-41.75,-67.41,-77.9,-58.35,-15.15,-52.24,-1.47,67.76,27.81,26.56
ম,-43.37,-71.52,-81.62,-59.87,-13.51,-52.06,-3.03,73.57,24.75,25.61
ম,-43.77,-69.78,-80.49,-59.48,-15.63,-51.42,-4.41,65.69,24.76,25.52
ম,-46.43,-69.63,-80.69,-58.54,-14.19,-54.55,-8.55,60.34,23.6,24.79
ম,-45.68,-68.86,-80.27,-58.21,-14.82,-53.46,-8.5,57.63,23.4,24.85
ম,-46.24,-70.46,-79.43,-59.51,-14.71,-51.74,0.66,73.87,23.9,25.24
ম,-45.88,-68.62,-76.46,-61.96,-15.45,-51.13,11.09,77.46,27.08,26.18
ম,-46.64,-68.89,-77.06,-61.44,-16.54,-50.12,8.42,75.14,26.12,26.22
ম,-46.04,-67.93,-76.4,-60.78,-16.62,-49.56,7.77,71.99,26.22,26.39
ম,-45.6,-66.34,-75.34,-59.38,-16.11,-49.74,6.29,69.82,26.26,26.83
ম,-45.3,-66.0,-74.71,-58.53,-15.87,-49.42,6.69,69.29,26.87,27.03
ম,-46.06,-66.25,-74.94,-58.71,-16.49,-48.79,6.24,68.85,26.57,27.2
ম,-46.29,-66.15,-74.56,-58.54,-16.33,-48.5,7.36,70.1,26.73,26.89
ম,-45.83,-65.07,-74.14,-57.73,-15.96,-49.37,6.18,67.16,26.31,27.15
ম,-51.68,-69.63,-80.26,-60.08,-16.53,-51.46,-6.81,56.08,15.55,22.67
ম,-55.64,-70.28,-82.7,-59.34,-15.79,-57.52,-17.78,31.86,8.79,20.1
ম,-41.63,-61.68,-69.99,-55.95,-12.66,-48.45,13.67,73.02,32.85,31.55
ম,-30.66,-65.96,-72.77,-61.66,-17.28,-59.66,18.43,92.9,46.23,32.1
ম,-33.87,-66.87,-75.15,-59.03,-14.46,-60.59,11.24,79.47,37.74,30.68
ম,-33.98,-64.35,-72.39,-57.16,-15.31,-59.61,11.69,75.99,38.39,30.6
ম,-37.79,-66.1,-75.32,-58.79,-16.63,-59.43,6.14,72.26,33.7,28.37
ম,-39.8,-66.62,-76.8,-57.98,-17.13,-61.32,-0.24,63.35,28.82,26.74
ম,-38.97,-64.98,-74.9,-56.45,-16.69,-60.96,1.33,62.44,29.9,27.64
ম,-38.93,-64.82,-74.11,-56.74,-17.59,-59.72,4.11,66.83,32.68,28.43
ম,-38.51,-64.47,-74.28,-57.16,-17.59,-59.61,2.84,65.75,32.12,28.65
ম,-39.47,-63.82,-74.7,-55.69,-15.02,-62.48,-3.34,56.18,28.4,27.69
ম,-39.57,-61.46,-73.49,-54.3,-11.1,-61.72,-3.8,53.01,26.36,28.76
ম,-41.41,-67.92,-76.96,-60.51,-17.81,-56.17,5.15,75.96,28.18,26.83
ম,-42.47,-66.53,-76.38,-59.29,-17.68,-52.99,2.75,69.41,28.5,27.06
ম,-41.16,-60.22,-73.51,-51.51,-8.36,-55.92,-5.71,49.37,26.39,29.34
ম,-40.74,-62.92,-76.35,-53.16,-7.15,-58.25,1.01,65.22,28.87,29.98
ম,-43.54,-67.52,-74.98,-62.2,-14.01,-50.08,17.02,90.26,35.34,30.37
ম,-45.8,-69.7,-75.82,-62.75,-13.92,-54.0,19.19,97.2,33.03,29.46
ম,-38.64,-65.23,-74.47,-57.34,-13.35,-52.04,8.88,78.12,33.22,30.58
ম,-42.61,-72.72,-80.88,-60.06,-15.56,-52.78,3.71,89.4,24.42,26.3
ম,-37.91,-66.14,-71.82,-60.98,-17.99,-45.97,23.4,95.63,39.84,31.19
ম,-42.45,-69.18,-74.16,-65.34,-21.3,-40.35,24.46,105.93,37.78,28.48
ম,-36.5,-60.46,-68.66,-56.75,-17.5,-46.16,16.53,80.3,40.85,32.8
ম,-43.37,-64.0,-75.43,-56.6,-15.29,-53.8,-0.53,61.21,24.98,26.7
ম,-44.48,-67.3,-74.2,-63.09,-21.13,-40.47,18.64,95.24,37.3,29.04
ম,-40.57,-63.49,-73.22,-56.19,-13.56,-49.43,6.79,72.63,32.84,29.86
ম,-40.06,-62.54,-72.32,-55.32,-12.55,-50.3,6.48,72.52,32.1,30.15
ম,-40.28,-58.95,-69.42,-52.31,-10.44,-48.97,7.93,68.62,32.94,31.11
ম,-44.59,-66.4,-69.29,-58.75,-16.43,-42.68,20.66,82.57,41.05,31.53
ম,-52.18,-64.19,-69.09,-58.11,-16.14,-23.89,24.3,81.15,38.65,30.92
ম,-39.13,-63.65,-69.98,-56.93,-13.04,-39.7,13.8,72.89,37.67,30.62
ম,-40.33,-63.99,-70.51,-56.65,-13.58,-37.97,12.7,73.54,36.5,30.37
ম,-40.81,-64.06,-69.02,-56.03,-14.37,-37.5,20.72,80.56,37.72,30.58
ম,-41.41,-63.78,-68.88,-56.59,-15.3,-34.9,20.55,80.41,40.35,31.41
ম,-41.63,-65.1,-70.43,-58.14,-15.96,-33.06,20.49,82.89,39.82,30.61
ম,-41.4,-64.57,-69.47,-57.77,-16.63,-32.29,22.26,82.91,40.77,31.31
ম,-39.19,-63.87,-69.41,-56.87,-15.5,-31.95,17.96,77.69,39.13,31.17
ম,-35.13,-65.33,-71.1,-55.99,-13.34,-38.87,17.6,78.67,37.27,30.87
ম,-36.6,-63.28,-69.75,-55.41,-12.96,-37.46,15.39,73.92,36.33,30.65
ম,-39.64,-65.85,-72.5,-57.06,-14.46,-38.13,13.47,75.15,34.5,29.97
ম,-41.36,-66.54,-73.04,-56.35,-13.71,-39.26,11.17,71.31,31.53,28.5
ম,-40.1,-65.04,-72.23,-56.69,-14.3,-35.45,12.82,75.67,35.2,29.76
ম,-39.96,-64.47,-71.91,-55.31,-13.09,-37.16,10.4,70.32,32.76,29.38
ম,-39.68,-63.13,-70.16,-53.76,-13.1,-37.36,12.29,70.44,33.49,30.07
ম,-44.28,-68.48,-74.33,-58.9,-16.89,-31.9,17.24,82.28,32.13,27.96
ম,-44.08,-68.25,-74.29,-57.77,-16.59,-29.44,15.15,80.37,33.17,28.35
ম,-39.24,-63.63,-68.04,-59.3,-19.74,-25.41,29.07,90.81,45.51,32.56
ম,-38.63,-62.75,-67.56,-57.92,-18.55,-27.69,27.46,88.35,45.48,33.15
ম,-36.17,-57.54,-64.28,-50.78,-13.47,-36.12,16.29,70.67,40.3,34.17
ম,-43.22,-58.58,-68.41,-47.83,-8.23,-49.16,-7.16,40.79,22.86,27.35
ম,-41.31,-57.24,-66.38,-48.33,-9.44,-47.64,-1.48,48.44,27.52,29.91
ম,-42.55,-60.86,-69.1,-51.76,-12.41,-41.93,4.33,58.86,29.8,29.89
ম,-50.93,-65.63,-76.28,-54.86,-13.87,-44.29,-11.93,39.99,16.78,23.45
ম,-50.24,-66.44,-75.53,-54.71,-14.15,-41.09,-4.57,51.37,20.88,24.61
ম,-48.68,-64.34,-73.23,-52.52,-11.64,-37.47,-2.59,52.82,24.52,26.36
ম,-47.13,-65.4,-74.23,-55.37,-13.91,-37.47,0.07,58.57,24.7,26.64
ম,-48.4,-67.26,-75.77,-56.93,-14.75,-36.89,0.64,60.44,23.83,25.59
ম,-50.1,-68.68,-76.9,-59.0,-16.5,-33.16,2.49,66.97,24.37,25.27
ম,-48.83,-68.23,-75.61,-59.84,-18.33,-29.37,9.52,75.8,28.53,26.81
ম,-46.37,-66.11,-72.76,-58.76,-18.52,-28.61,14.28,80.26,33.94,28.78
ম,-44.8,-64.18,-70.95,-57.06,-18.16,-29.23,14.53,77.97,35.26,29.96
ম,-43.16,-61.78,-69.04,-55.19,-17.78,-31.22,14.32,75.19,36.98,31.52
ম,-43.3,-61.4,-68.76,-54.71,-16.82,-32.58,12.34,71.9,35.28,31.19
ম,-43.68,-60.68,-68.7,-53.38,-16.08,-33.25,10.2,68.64,34.01,30.83
ম,-43.7,-58.89,-68.02,-50.79,-14.17,-38.57,4.22,59.17,30.69,30.18
ম,-44.5,-58.29,-67.32,-49.87,-13.39,-41.24,1.06,53.85,28.3,29.81
ম,-43.53,-55.9,-66.19,-47.93,-10.67,-44.62,-1.6,50.01,28.45,30.01
ম,-43.73,-58.42,-68.4,-51.84,-9.96,-39.62,2.67,56.32,30.23,30.34
ম,-48.39,-61.35,-72.08,-51.57,-8.54,-46.23,-8.29,41.62,21.6,26.19
ম,-47.0,-60.83,-72.13,-53.17,-10.82,-43.54,-3.82,50.41,24.08,26.8
ম,-55.51,-67.9,-78.54,-57.37,-13.5,-39.85,-8.57,47.87,15.78,23.35
ম,-52.79,-66.6,-77.41,-56.16,-12.07,-40.71,-9.59,46.6,17.76,23.27
ম,-52.73,-66.91,-78.09,-56.97,-13.06,-41.23,-10.86,46.93,17.97,22.77
ম,-53.7,-67.69,-78.2,-57.7,-14.66,-37.29,-8.52,51.93,18.64,22.49
ম,-55.88,-68.59,-79.4,-57.77,-15.33,-38.06,-11.16,48.16,16.27,21.67
ম,-55.13,-70.13,-79.71,-60.34,-18.51,-32.7,-4.84,63.98,19.48,22.42
ম,-54.63,-68.66,-78.35,-59.38,-18.32,-33.26,-3.4,61.71,21.16,23.05
ম,-53.16,-67.02,-76.46,-58.1,-18.11,-33.1,-0.63,62.96,24.32,24.64
ম,-49.98,-64.15,-73.01,-55.57,-16.57,-34.69,2.77,62.2,27.98,26.63
ম,-49.98,-63.39,-72.26,-53.14,-14.06,-37.6,1.86,59.68,28.81,27.33
ম,-47.04,-60.34,-71.06,-53.31,-11.14,-41.87,-0.63,56.75,29.73,27.63
ম,-49.81,-62.37,-73.68,-52.74,-10.01,-48.64,-9.44,45.1,22.25,24.67
ম,-52.64,-64.54,-75.67,-55.21,-13.22,-45.41,-9.09,48.07,21.45,23.56
ম,-53.79,-66.46,-77.22,-56.75,-15.19,-40.81,-7.15,54.07,21.78,23.2
ম,-54.61,-66.72,-77.45,-57.44,-14.5,-43.88,-4.84,57.92,21.45,24.39
ম,-53.97,-67.59,-77.83,-58.45,-15.81,-37.7,-3.14,63.32,21.81,23.85
ম,-54.49,-69.2,-78.81,-59.81,-17.64,-33.32,-0.77,70.01,22.14,23.46
ম,-54.1,-68.71,-77.47,-60.02,-19.08,-33.53,2.57,72.92,24.94,24.45
ম,-54.27,-67.83,-77.47,-59.35,-19.37,-34.15,-0.58,67.56,23.53,23.92
ম,-54.52,-68.08,-78.19,-59.42,-18.59,-33.18,-2.53,66.68,22.42,23.52
ম,-53.55,-65.68,-76.67,-56.22,-16.16,-38.38,-6.45,54.23,21.62,23.79
ম,-49.79,-61.95,-72.76,-53.5,-13.61,-40.31,-4.06,53.95,25.43,25.99
ম,-50.12,-63.07,-73.7,-54.13,-15.27,-42.45,-3.74,54.8,25.03,25.29
ম,-51.9,-64.0,-75.1,-55.32,-16.6,-40.19,-5.55,53.41,23.13,24.46
ম,-53.01,-64.62,-75.49,-54.94,-15.59,-39.76,-6.98,52.5,22.83,24.31
ম,-54.61,-66.84,-77.73,-57.36,-18.09,-36.8,-7.9,55.6,20.96,22.99
ম,-55.21,-67.68,-78.71,-58.03,-18.1,-37.06,-7.95,57.84,20.14,22.83
ম,-54.96,-66.5,-77.23,-56.67,-16.99,-36.74,-7.13,55.36,21.68,23.53
ম,-51.64,-63.91,-75.34,-54.73,-12.67,-39.15,-6.72,54.85,24.27,25.12
ম,-48.13,-60.63,-71.48,-52.59,-13.7,-40.26,-2.55,56.49,27.98,27.26
ম,-48.59,-60.58,-71.15,-51.47,-14.13,-41.9,-3.44,53.59,27.2,26.85
ম,-51.45,-63.66,-74.01,-54.33,-16.58,-37.93,-3.17,58.03,25.74,25.44
ম,-52.37,-64.4,-74.77,-55.1,-17.89,-37.21,-4.02,58.31,25.12,24.77
ম,-51.48,-65.36,-74.69,-57.55,-18.01,-29.81,2.84,70.43,28.36,26.04
ম,-52.61,-65.79,-75.19,-56.42,-18.22,-32.7,0.27,65.79,26.57,25.41
ম,-51.57,-66.54,-73.59,-58.11,-19.64,-29.74,9.85,78.78,31.4,26.99
ম,-47.39,-61.67,-71.96,-57.35,-14.94,-31.36,6.27,73.11,32.29,29.44
ম,-51.64,-71.77,-76.72,-64.36,-18.96,-31.0,19.3,100.63,31.52,27.78
ম,-51.23,-69.9,-75.63,-62.31,-18.92,-30.86,17.63,93.95,32.26,28.33
ম,-51.34,-69.82,-76.21,-62.15,-19.59,-31.81,14.27,90.11,30.83,27.89
ম,-31.09,-46.36,-51.24,-47.7,-21.13,-24.38,31.54,84.36,61.16,49.69
ম,-36.79,-57.18,-58.19,-58.8,-27.81,-13.62,48.8,107.63,68.11,42.59
ম,-41.91,-58.93,-59.1,-54.34,-19.42,-15.6,48.49,104.0,55.84,35.78
ম,-36.92,-57.13,-61.31,-54.73,-17.89,-20.25,36.64,94.67,48.45,34.72
ম,-41.21,-60.38,-62.83,-56.09,-15.21,-29.62,39.57,96.61,55.56,41.82
ম,-32.36,-59.79,-55.93,-66.81,-29.26,-12.85,70.68,132.87,98.18,39.58
ম,-46.53,-65.0,-76.19,-55.36,-14.02,-51.78,-6.99,50.05,21.47,27.04
ম,-36.91,-58.98,-64.21,-56.35,-23.53,-32.06,29.99,92.3,52.63,37.99
ম,-37.71,-57.38,-63.73,-53.22,-21.16,-34.67,23.47,82.93,48.54,37.92
ম,-33.18,-51.58,-57.01,-48.45,-20.84,-34.97,25.87,81.28,54.86,44.85
ম,-41.73,-61.04,-66.43,-55.27,-22.68,-30.43,24.96,88.08,46.43,37.45
ম,-40.3,-58.74,-64.3,-53.17,-23.93,-29.93,25.63,86.95,48.88,40.08
ম,-38.68,-56.94,-62.17,-51.66,-23.12,-29.0,26.95,86.61,50.27,40.99
ম,-39.74,-57.84,-63.53,-52.1,-23.4,-29.21,25.43,85.77,48.41,39.82
ম,-40.97,-59.16,-65.44,-51.95,-19.9,-30.88,21.56,83.22,44.79,38.08
ম,-41.97,-60.33,-65.38,-53.25,-21.6,-27.92,26.21,88.56,47.0,38.61
ম,-48.84,-66.48,-73.93,-56.85,-23.85,-33.77,11.87,81.7,33.53,31.87
ম,-50.3,-66.46,-73.22,-58.14,-22.76,-28.89,18.98,91.61,31.31,31.47
ম,-37.87,-66.51,-72.3,-71.95,-28.15,-23.61,19.65,118.97,58.08,39.06
ম,-45.02,-65.8,-70.35,-59.74,-16.02,-28.19,25.09,92.17,40.79,33.62
ম,-45.31,-65.46,-70.3,-59.52,-16.91,-27.82,24.01,92.46,42.0,34.35
ম,-46.06,-65.41,-71.83,-59.43,-18.85,-28.47,18.23,86.39,38.06,32.87
ম,-48.47,-67.41,-73.58,-60.57,-22.62,-28.14,17.88,90.58,36.53,32.25
ম,-47.26,-65.83,-72.64,-58.68,-20.03,-30.79,14.75,84.06,34.87,32.45
ম,-48.51,-65.81,-73.32,-58.66,-18.84,-29.4,12.93,81.77,33.31,31.64
ম,-46.6,-61.71,-69.5,-54.04,-16.89,-33.22,12.89,75.24,35.52,33.87
ম,-42.26,-58.85,-65.75,-52.29,-16.28,-30.27,17.97,78.76,40.37,36.14
ম,-45.65,-63.17,-69.26,-56.51,-19.46,-27.6,19.54,85.81,39.24,34.52
ম,-49.11,-63.35,-72.18,-54.32,-15.61,-35.27,5.72,67.8,29.52,31.06
ম,-48.91,-62.45,-71.84,-53.47,-16.19,-37.48,2.78,62.96,27.59,30.96
ম,-49.18,-62.46,-71.88,-53.27,-16.14,-37.07,2.7,63.63,28.06,30.93
ম,-47.66,-61.88,-70.43,-53.64,-16.75,-34.22,8.13,69.79,31.79,32.51
ম,-43.22,-60.69,-64.97,-54.88,-21.28,-22.05,28.57,91.12,46.33,37.86
ম,-48.24,-61.53,-66.38,-56.16,-24.13,-22.52,23.96,84.6,41.98,33.76
ম,-48.06,-63.04,-66.26,-58.66,-27.06,-17.26,30.53,92.68,45.55,34.38
ম,-47.03,-62.51,-65.39,-57.86,-26.46,-17.56,31.51,93.55,46.99,34.71
ম,-46.69,-60.97,-64.67,-55.92,-24.66,-19.03,29.28,89.07,45.15,35.25
ম,-43.08,-56.3,-60.95,-51.29,-21.76,-23.46,25.84,81.42,45.2,37.51
ম,-48.44,-62.2,-67.51,-55.72,-23.1,-23.99,21.03,81.37,38.57,32.41
ম,-47.7,-60.77,-66.26,-54.94,-23.41,-24.71,21.02,80.94,40.04,33.99
ম,-48.4,-62.17,-67.52,-56.15,-23.42,-23.33,21.76,83.16,39.35,32.35
ম,-48.29,-60.9,-66.76,-54.45,-22.28,-26.15,18.58,77.62,37.43,32.66
ম,-48.89,-63.98,-66.98,-59.39,-27.81,-15.24,32.66,96.24,45.96,33.54
ম,-46.7,-63.06,-63.79,-60.3,-30.13,-10.56,43.07,103.94,53.31,35.72
ম,-36.49,-64.13,-64.97,-64.25,-23.2,-24.32,46.18,110.83,65.03,35.31
ম,-38.89,-66.3,-67.51,-64.44,-21.66,-25.53,43.09,109.74,58.24,33.25
ম,-40.94,-67.86,-67.57,-66.94,-25.17,-20.03,48.98,116.76,60.12,32.8
ম,-38.05,-63.0,-63.38,-63.41,-27.49,-18.24,47.31,111.84,65.85,35.92
ম,-36.99,-61.49,-60.31,-65.0,-31.47,-11.01,59.76,120.04,76.66,37.03
ম,-38.2,-62.51,-61.88,-64.09,-29.69,-12.56,53.85,115.69,69.4,36.1
ম,-41.26,-64.23,-67.14,-61.87,-24.42,-21.6,35.27,101.34,50.91,33.28
ম,-35.31,-50.29,-41.45,-26.58,2.09,-28.93,31.3,80.72,55.03,40.52
ম,-39.74,-60.01,-65.85,-58.8,-25.01,-25.51,26.45,89.36,48.43,35.46
ম,-32.6,-59.25,-60.99,-58.17,-22.52,-19.86,42.62,105.03,61.45,41.67
ম,-34.95,-56.98,-62.7,-51.92,-14.35,-31.1,23.37,82.3,46.29,37.77
ম,-39.09,-57.21,-65.67,-49.49,-12.3,-38.86,8.78,63.85,33.59,33.87
ম,-39.39,-54.02,-63.94,-44.94,-8.4,-46.12,-1.35,49.41,27.29,31.4
ম,-34.69,-56.64,-60.64,-52.84,-18.26,-23.97,31.85,90.6,52.15,39.8
ম,-34.13,-55.19,-60.47,-50.69,-17.19,-27.47,26.77,84.22,48.51,39.65
ম,-33.52,-54.53,-59.28,-50.23,-19.09,-25.94,28.33,85.72,50.93,41.31
ম,-33.64,-54.98,-59.44,-50.71,-19.61,-25.71,30.13,87.15,52.09,41.6
ম,-36.89,-55.32,-63.36,-48.92,-14.53,-34.75,14.54,70.51,37.15,35.72
ম,-36.4,-58.16,-61.77,-53.92,-21.93,-21.98,32.51,93.1,51.82,39.6
ম,-43.69,-67.06,-67.35,-61.89,-25.95,-13.09,44.25,110.29,50.57,34.85
ম,-39.14,-61.38,-64.3,-57.61,-23.93,-19.42,36.5,98.58,51.23,37.63
ম,-41.34,-62.96,-66.08,-58.63,-23.66,-18.79,34.55,98.95,48.59,35.83
ম,-43.27,-65.62,-68.45,-61.15,-25.55,-18.23,33.67,101.68,45.79,33.93
ম,-44.83,-66.93,-70.73,-60.91,-26.38,-20.73,28.71,98.65,41.54,32.43
ম,-40.67,-62.34,-65.3,-58.85,-27.23,-18.86,35.29,99.7,50.94,36.91
ম,-34.32,-56.44,-59.22,-53.7,-25.87,-18.17,39.24,98.02,57.49,41.86
ম,-36.22,-59.29,-61.72,-55.85,-26.64,-16.3,39.71,101.22,55.36,39.28
ম,-33.69,-56.02,-58.54,-52.99,-26.95,-16.84,40.73,99.31,58.66,43.04
ম,-39.08,-60.88,-64.15,-56.33,-28.89,-18.17,35.24,98.63,51.37,38.42
ম,-38.33,-58.7,-62.94,-52.6,-24.05,-20.94,31.23,92.09,47.44,38.57
ম,-42.18,-63.89,-68.12,-59.04,-19.25,-21.0,27.01,92.92,41.07,33.46
ম,-37.71,-58.39,-63.52,-56.19,-18.09,-23.39,29.0,88.06,48.6,37.4
ম,-49.65,-70.46,-75.52,-64.74,-17.79,-22.53,21.08,98.18,34.12,29.39
ম,-45.07,-67.93,-74.0,-64.25,-20.34,-21.07,20.8,96.5,37.37,31.88
ম,-43.66,-63.57,-71.16,-57.82,-15.28,-27.58,15.91,78.64,34.32,32.34
ম,-41.68,-62.95,-71.38,-57.33,-15.87,-29.32,12.79,74.9,33.35,32.51
ম,-42.26,-62.59,-69.12,-55.77,-15.93,-29.95,17.9,77.96,34.7,33.21
ম,-41.49,-61.88,-69.02,-56.33,-17.54,-27.91,18.09,80.56,36.92,33.79
ম,-43.68,-63.28,-70.03,-57.62,-20.25,-23.15,19.25,82.6,36.22,33.13
ম,-38.3,-58.04,-64.84,-53.11,-19.95,-23.34,21.81,80.17,41.4,36.54
ম,-41.65,-58.69,-65.0,-52.6,-14.93,-23.21,21.41,78.93,40.76,36.37
ম,-43.87,-63.76,-69.92,-57.66,-16.92,-22.65,21.87,87.8,38.02,33.58
ম,-45.64,-65.4,-69.92,-59.18,-21.66,-18.18,27.76,94.14,40.86,34.08
ম,-46.53,-66.26,-70.35,-58.73,-21.68,-17.82,27.54,93.96,39.31,33.82
ম,-44.33,-62.38,-68.84,-53.47,-17.62,-23.41,19.35,81.61,37.52,34.36
ম,-38.48,-54.6,-61.65,-46.44,-12.25,-26.48,18.29,72.64,40.1,38.23
ম,-36.77,-52.25,-59.15,-46.6,-12.82,-24.59,20.84,74.73,42.5,39.55
ম,-51.34,-71.46,-71.65,-65.53,-26.12,-8.82,41.14,118.09,43.59,31.78
ম,-41.43,-58.16,-64.1,-51.57,-16.88,-22.02,23.64,82.55,42.17,37.18
ম,-47.2,-61.63,-70.01,-50.71,-13.59,-27.8,8.73,66.04,29.34,31.06
ম,-50.83,-67.77,-73.15,-58.77,-20.24,-17.36,20.84,91.29,33.75,30.28
ম,-50.07,-65.27,-71.84,-56.42,-19.07,-21.51,16.17,80.4,32.59,31.38
ম,-41.82,-57.94,-63.07,-52.09,-18.29,-19.52,26.06,83.09,43.66,37.92
ম,-38.73,-53.82,-59.54,-47.65,-16.43,-22.69,23.24,77.24,43.92,39.91
ম,-40.85,-57.6,-61.87,-52.92,-21.18,-16.26,31.57,89.15,49.02,40.03
ম,-43.99,-60.64,-63.29,-52.94,-20.71,-13.3,33.2,92.63,48.34,39.55
ম,-46.43,-63.1,-67.11,-57.0,-23.68,-16.01,29.05,92.68,43.43,35.85
ম,-43.92,-58.75,-64.76,-51.82,-19.84,-22.03,21.32,78.87,40.47,36.81
ম,-43.3,-58.44,-64.68,-52.32,-22.69,-20.12,22.62,80.76,40.99,37.38
ম,-44.0,-62.17,-68.33,-60.13,-22.32,-10.87,24.59,90.95,44.4,33.89
ম,-50.89,-65.41,-70.27,-57.97,-15.94,-13.68,22.11,84.96,35.59,31.09
ম,-35.9,-66.37,-73.27,-64.25,-15.45,-36.58,22.73,101.81,45.72,33.59
